application/vnd.hzn-3d-crossword	.x3d
application/x-java-commerce	.jcm
image/jpeg	.jfif
image/pjpeg	.jfif
image/jpeg	.jfif-tbnl
image/jpeg	.jpe
image/pjpeg	.jpe
image/jpeg	.jpeg
image/pjpeg	.jpeg
image/jpeg	.jpg
image/pjpeg	.jpg
image/x-jps	.jps
application/x-javascript	.js
application/javascript	.js
application/ecmascript	.js
text/javascript	.js
text/ecmascript	.js
image/jutvision	.jut
audio/midi	.kar
music/x-karaoke	.kar
application/x-ksh	.ksh
text/x-script.ksh	.ksh
audio/nspaudio	.la
audio/x-nspaudio	.la
audio/x-liveaudio	.lam
application/x-latex	.latex
application/lha	.lha
application/octet-stream	.lha
application/x-lha	.lha
application/octet-stream	.lhx
text/plain	.list
audio/nspaudio	.lma
audio/x-nspaudio	.lma
text/plain	.log
application/x-lisp	.lsp
text/x-script.lisp	.lsp
text/plain	.lst
text/x-la-asf	.lsx
application/x-latex	.ltx
application/octet-stream	.lzh
application/x-lzh	.lzh
application/lzx	.lzx
application/octet-stream	.lzx
application/x-lzx	.lzx
text/plain	.m
text/x-m	.m
video/mpeg	.m1v
audio/mpeg	.m2a
video/mpeg	.m2v
audio/x-mpequrl	.m3u
application/x-troff-man	.man
application/x-navimap	.map
text/plain	.mar
application/mbedlet	.mbd
application/x-magic-cap-package-1.0	.mc$
application/mcad	.mcd
application/x-mathcad	.mcd
image/vasa	.mcf
text/mcf	.mcf
application/netmc	.mcp
application/x-troff-me	.me
message/rfc822	.mht
message/rfc822	.mhtml
application/x-midi	.mid
audio/midi	.mid
audio/x-mid	.mid
audio/x-midi	.mid
music/crescendo	.mid
x-music/x-midi	.mid
application/x-midi	.midi
audio/midi	.midi
audio/x-mid	.midi
audio/x-midi	.midi
music/crescendo	.midi
x-music/x-midi	.midi
application/x-frame	.mif
application/x-mif	.mif
message/rfc822	.mime
www/mime	.mime
audio/x-vnd.audioexplosion.mjuicemediafile	.mjf
video/x-motion-jpeg	.mjpg
application/base64	.mm
application/x-meme	.mm
application/base64	.mme
audio/mod	.mod
audio/x-mod	.mod
video/quicktime	.moov
video/quicktime	.mov
video/x-sgi-movie	.movie
audio/mpeg	.mp2
audio/x-mpeg	.mp2
video/mpeg	.mp2
video/x-mpeg	.mp2
video/x-mpeq2a	.mp2
audio/mpeg3	.mp3
audio/x-mpeg-3	.mp3
video/mpeg	.mp3
video/x-mpeg	.mp3
audio/mpeg	.mpa
video/mpeg	.mpa
application/x-project	.mpc
video/mpeg	.mpe
video/mpeg	.mpeg
audio/mpeg	.mpg
video/mpeg	.mpg
audio/mpeg	.mpga
application/vnd.ms-project	.mpp
application/x-project	.mpt
application/x-project	.mpv
application/x-project	.mpx
application/marc	.mrc
application/x-troff-ms	.ms
video/x-sgi-movie	.mv
audio/make	.my
application/x-vnd.audioexplosion.mzz	.mzz
image/naplps	.nap
image/naplps	.naplps
application/x-netcdf	.nc
application/vnd.nokia.configuration-message	.ncm
image/x-niff	.nif
image/x-niff	.niff
application/x-mix-transfer	.nix
application/x-conference	.nsc
application/x-navidoc	.nvd
application/octet-stream	.o
application/oda	.oda
application/x-omc	.omc
application/x-omcdatamaker	.omcd
application/x-omcregerator	.omcr
text/x-pascal	.p
application/pkcs10	.p10
application/x-pkcs10	.p10
application/pkcs-12	.p12
application/x-pkcs12	.p12
application/x-pkcs7-signature	.p7a
application/pkcs7-mime	.p7c
application/x-pkcs7-mime	.p7c
application/pkcs7-mime	.p7m
application/x-pkcs7-mime	.p7m
application/x-pkcs7-certreqresp	.p7r
application/pkcs7-signature	.p7s
application/pro_eng	.part
text/pascal	.pas
image/x-portable-bitmap	.pbm
application/vnd.hp-pcl	.pcl
application/x-pcl	.pcl
image/x-pict	.pct
image/x-pcx	.pcx
chemical/x-pdb	.pdb
application/pdf	.pdf
audio/make	.pfunk
audio/make.my.funk	.pfunk
image/x-portable-graymap	.pgm
image/x-portable-greymap	.pgm
image/pict	.pic
image/pict	.pict
application/x-newton-compatible-pkg	.pkg
application/vnd.ms-pki.pko	.pko
text/plain	.pl
text/x-script.perl	.pl
application/x-pixclscript	.plx
image/x-xpixmap	.pm
text/x-script.perl-module	.pm
application/x-pagemaker	.pm4
application/x-pagemaker	.pm5
image/png	.png
application/x-portable-anymap	.pnm
image/x-portable-anymap	.pnm
application/mspowerpoint	.pot
application/vnd.ms-powerpoint	.pot
model/x-pov	.pov
application/vnd.ms-powerpoint	.ppa
image/x-portable-pixmap	.ppm
application/mspowerpoint	.pps
application/vnd.ms-powerpoint	.pps
application/mspowerpoint	.ppt
application/powerpoint	.ppt
application/vnd.ms-powerpoint	.ppt
application/x-mspowerpoint	.ppt
application/mspowerpoint	.ppz
application/x-freelance	.pre
application/pro_eng	.prt
application/postscript	.ps
application/octet-stream	.psd
paleovu/x-pv	.pvu
application/vnd.ms-powerpoint	.pwz
text/x-script.phyton	.py
application/x-bytecode.python	.pyc
audio/vnd.qcelp	.qcp
x-world/x-3dmf	.qd3
x-world/x-3dmf	.qd3d
image/x-quicktime	.qif
video/quicktime	.qt
video/x-qtc	.qtc
image/x-quicktime	.qti
image/x-quicktime	.qtif
audio/x-pn-realaudio	.ra
audio/x-pn-realaudio-plugin	.ra
audio/x-realaudio	.ra
audio/x-pn-realaudio	.ram
application/x-cmu-raster	.ras
image/cmu-raster	.ras
image/x-cmu-raster	.ras
image/cmu-raster	.rast
text/x-script.rexx	.rexx
image/vnd.rn-realflash	.rf
image/x-rgb	.rgb
application/vnd.rn-realmedia	.rm
audio/x-pn-realaudio	.rm
audio/mid	.rmi
audio/x-pn-realaudio	.rmm
audio/x-pn-realaudio	.rmp
audio/x-pn-realaudio-plugin	.rmp
application/ringing-tones	.rng
application/vnd.nokia.ringing-tone	.rng
application/vnd.rn-realplayer	.rnx
application/x-troff	.roff
image/vnd.rn-realpix	.rp
audio/x-pn-realaudio-plugin	.rpm
text/richtext	.rt
text/vnd.rn-realtext	.rt
application/rtf	.rtf
application/x-rtf	.rtf
text/richtext	.rtf
application/rtf	.rtx
text/richtext	.rtx
video/vnd.rn-realvideo	.rv
text/x-asm	.s
audio/s3m	.s3m
application/octet-stream	.saveme
application/x-tbook	.sbk
application/x-lotusscreencam	.scm
text/x-script.guile	.scm
text/x-script.scheme	.scm
video/x-scm	.scm
text/plain	.sdml
application/sdp	.sdp
application/x-sdp	.sdp
application/sounder	.sdr
application/sea	.sea
application/x-sea	.sea
application/set	.set
text/sgml	.sgm
text/x-sgml	.sgm
text/sgml	.sgml
text/x-sgml	.sgml
application/x-bsh	.sh
application/x-sh	.sh
application/x-shar	.sh
text/x-script.sh	.sh
application/x-bsh	.shar
application/x-shar	.shar
text/html	.shtml
text/x-server-parsed-html	.shtml
audio/x-psid	.sid
application/x-sit	.sit
application/x-stuffit	.sit
application/x-koan	.skd
application/x-koan	.skm
application/x-koan	.skp
application/x-koan	.skt
application/x-seelogo	.sl
application/smil	.smi
application/smil	.smil
audio/basic	.snd
audio/x-adpcm	.snd
application/solids	.sol
application/x-pkcs7-certificates	.spc
text/x-speech	.spc
application/futuresplash	.spl
application/x-sprite	.spr
application/x-sprite	.sprite
application/x-wais-source	.src
text/x-server-parsed-html	.ssi
application/streamingmedia	.ssm
application/vnd.ms-pki.certstore	.sst
application/step	.step
application/sla	.stl
application/vnd.ms-pki.stl	.stl
application/x-navistyle	.stl
application/step	.stp
application/x-sv4cpio	.sv4cpio
application/x-sv4crc	.sv4crc
image/vnd.dwg	.svf
image/x-dwg	.svf
application/x-world	.svr
x-world/x-svr	.svr
application/x-shockwave-flash	.swf
application/x-troff	.t
text/x-speech	.talk
application/x-tar	.tar
application/toolbook	.tbk
application/x-tbook	.tbk
application/x-tcl	.tcl
text/x-script.tcl	.tcl
text/x-script.tcsh	.tcsh
application/x-tex	.tex
application/x-texinfo	.texi
application/x-texinfo	.texinfo
application/plain	.text
text/plain	.text
application/gnutar	.tgz
application/x-compressed	.tgz
image/tiff	.tif
image/x-tiff	.tif
image/tiff	.tiff
image/x-tiff	.tiff
application/x-troff	.tr
audio/tsp-audio	.tsi
application/dsptype	.tsp
audio/tsplayer	.tsp
text/tab-separated-values	.tsv
image/florian	.turbot
text/plain	.txt
text/x-uil	.uil
text/uri-list	.uni
text/uri-list	.unis
application/i-deas	.unv
text/uri-list	.uri
text/uri-list	.uris
application/x-ustar	.ustar
multipart/x-ustar	.ustar
application/octet-stream	.uu
text/x-uuencode	.uu
text/x-uuencode	.uue
application/x-cdlink	.vcd
text/x-vcalendar	.vcs
application/vda	.vda
video/vdo	.vdo
application/groupwise	.vew
video/vivo	.viv
video/vnd.vivo	.viv
video/vivo	.vivo
video/vnd.vivo	.vivo
application/vocaltec-media-desc	.vmd
application/vocaltec-media-file	.vmf
audio/voc	.voc
audio/x-voc	.voc
video/vosaic	.vos
audio/voxware	.vox
audio/x-twinvq-plugin	.vqe
audio/x-twinvq	.vqf
audio/x-twinvq-plugin	.vql
application/x-vrml	.vrml
model/vrml	.vrml
x-world/x-vrml	.vrml
x-world/x-vrt	.vrt
application/x-visio	.vsd
application/x-visio	.vst
application/x-visio	.vsw
application/wordperfect6.0	.w60
application/wordperfect6.1	.w61
application/msword	.w6w
audio/wav	.wav
audio/x-wav	.wav
application/x-qpro	.wb1
image/vnd.wap.wbmp	.wbmp
application/vnd.xara	.web
application/msword	.wiz
application/x-123	.wk1
windows/metafile	.wmf
text/vnd.wap.wml	.wml
application/vnd.wap.wmlc	.wmlc
text/vnd.wap.wmlscript	.wmls
application/vnd.wap.wmlscriptc	.wmlsc
application/msword	.word
application/wordperfect	.wp
application/wordperfect	.wp5
application/wordperfect6.0	.wp5
application/wordperfect	.wp6
application/wordperfect	.wpd
application/x-wpwin	.wpd
application/x-lotus	.wq1
application/mswrite	.wri
application/x-wri	.wri
application/x-world	.wrl
model/vrml	.wrl
x-world/x-vrml	.wrl
model/vrml	.wrz
x-world/x-vrml	.wrz
text/scriplet	.wsc
application/x-wais-source	.wsrc
application/x-wintalk	.wtk
image/x-xbitmap	.xbm
image/x-xbm	.xbm
image/xbm	.xbm
video/x-amt-demorun	.xdr
xgl/drawing	.xgz
image/vnd.xiff	.xif
application/excel	.xl
application/excel	.xla
application/x-excel	.xla
application/x-msexcel	.xla
application/excel	.xlb
application/vnd.ms-excel	.xlb
application/x-excel	.xlb
application/excel	.xlc
application/vnd.ms-excel	.xlc
application/x-excel	.xlc
application/excel	.xld
application/x-excel	.xld
application/excel	.xlk
application/x-excel	.xlk
application/excel	.xll
application/vnd.ms-excel	.xll
application/x-excel	.xll
application/excel	.xlm
application/vnd.ms-excel	.xlm
application/x-excel	.xlm
application/excel	.xls
application/vnd.ms-excel	.xls
application/x-excel	.xls
application/x-msexcel	.xls
application/excel	.xlt
application/x-excel	.xlt
application/excel	.xlv
application/x-excel	.xlv
application/excel	.xlw
application/vnd.ms-excel	.xlw
application/x-excel	.xlw
application/x-msexcel	.xlw
audio/xm	.xm
application/xml	.xml
text/xml	.xml
xgl/movie	.xmz
application/x-vnd.ls-xpix	.xpix
image/x-xpixmap	.xpm
image/xpm	.xpm
image/png	.x-png
video/x-amt-showrun	.xsr
image/x-xwd	.xwd
image/x-xwindowdump	.xwd
chemical/x-pdb	.xyz
application/x-compress	.z
application/x-compressed	.z
application/x-compressed	.zip
application/x-zip-compressed	.zip
application/zip	.zip
multipart/x-zip	.zip
application/octet-stream	.zoo
text/x-script.zsh	.zsh
